Conference,Year,Title,Author,Affiliation
NeurIPS,2006,Max-margin classification of incomplete data,"['Gal Chechik', 'Geremy Heitz', 'Gal Elidan', 'Pieter Abbeel', 'Daphne Koller']","['NVIDIA, BIU', 'Stanford University', 'Hebrew University', 'UC Berkeley & Covariant', 'insitro']"
NeurIPS,2006,Clustering appearance and shape by learning jigsaws,"['Anitha Kannan', 'John Winn', 'Carsten Rother']","['Microsoft Research', 'Microsoft Research', 'Microsoft Research Cambridge']"
NeurIPS,2006,Distributed PCA and Network Anomaly Detection,"['Ling Huang', 'Long Nguyen', 'Minos Garofalakis', 'Michael Jordan', 'Anthony D Joseph', 'Nina Taft']","['Intel', 'University of Michigan', 'None', 'UC Berkeley', 'University of California, Berkeley', 'None']"
NeurIPS,2006,Fast Computation of Graph Kernels,"['Vishwanathan S V N', 'Karsten Borgwardt', 'Nic Schraudolph']","['National ICT Australia', 'ETH Zurich', 'National ICT Australia']"
NeurIPS,2006,Nonlinear physically-based models for decoding motor-cortical population activity,"['Gregory Shakhnarovich', 'Sung-Phil Kim', 'Michael J Black']","['TTIC', 'None', 'Max Planck Institute for Intelligent Systems']"
NeurIPS,2006,A Theory of Retinal Population Coding,"['Eizaburo Doi', 'Michael S Lewicki']","['Janelia Research Campus', 'Carnegie Mellon University']"
NeurIPS,2006,Effects of Stress and Genotype on Meta-parameter Dynamics in Reinforcement Learning,"['Gediminas Luksys', 'Jeremie Knuesel', 'Denis Sheynikhovich', 'Carmen Sandi', 'Wulfram Gerstner']","['University of Basel', 'None', 'None', 'EPFL', 'EPFL']"
NeurIPS,2006,Game Theoretic Algorithms for Protein-DNA binding,"['Luis Perez-Breva', 'Luis E Ortiz', 'Chen-Hsiang Yeang', 'Tommi Jaakkola']","['MIT', 'University of Michigan - Dearborn', 'None', 'MIT']"
NeurIPS,2006,Towards a general independent subspace analysis,['Fabian J Theis'],['Max-Planck-Institute for Dynamics and Self-Organization']
NeurIPS,2006,Large Margin Gaussian Mixture Models for Automatic Speech Recognition,"['Fei Sha', 'Lawrence Saul']","['University of Southern California (USC)', 'UC San Diego']"
NeurIPS,2006,Mutagenetic tree Fisher kernel improves prediction of HIV drug resistance from viral genotype,"['Tobias Sing', 'Niko Beerenwinkel']","['Max Planck Institute for Informatics', 'None']"
NeurIPS,2006,Particle Filtering for Nonparametric Bayesian Matrix Factorization,"['Frank Wood', 'Tom Griffiths']","['University of British Columbia', 'Princeton']"
NeurIPS,2006,Adaptive Spatial Filters with predefined Region of Interest for EEG based Brain-Computer-Interfaces,"['Moritz Grosse-Wentrup', 'Klaus Gramann', 'Martin Buss']","['Max Planck Institute for Intelligent Systems', 'None', 'LSR, TU Muenchen']"
NeurIPS,2006,Learning Dense 3D Correspondence,"['Florian Steinke', 'Bernhard Schölkopf', 'Volker Blanz']","['Max Planck Institute for Biological Cybernetics', 'MPI for Intelligent Systems, Tübingen', 'None']"
NeurIPS,2006,Modeling General and Specific Aspects of Documents  with a Probabilistic Topic Model,"['Chaitanya Chemudugunta', 'Padhraic Smyth', 'Mark Steyvers']","['University of California, Irvine', 'University of California, Irvine', 'University of California, Irvine']"
NeurIPS,2006,Bayesian Detection of Infrequent Differences in Sets of Time Series with Shared Structure,"['Jennifer Listgarten', 'Radford M Neal', 'Sam T Roweis', 'Rachel Puckrin', 'Sean Cutler']","['UC Berkeley', 'University of Toronto', 'University of Toronto', 'None', 'None']"
NeurIPS,2006,PG-means: learning the number of clusters in data,"['Yu Feng', 'Greg Hamerly']","['Baylor University', 'Baylor University']"
NeurIPS,2006,Subordinate class recognition using relational object models,"['Aharon Bar Hillel', 'Daphna Weinshall']","['The Hewbew university of Jerusalem', 'Hebrew Univeristy of Jerusalem']"
NeurIPS,2006,Blind source separation for over-determined delayed  mixtures,"['Lars Omlor', 'Martin Giese']","['Hertie Institute for Clinical Brain Research', 'None']"
NeurIPS,2006,Nonnegative Sparse PCA,"['Ron Zass', 'Amnon Shashua']","['The Hebrew University of Jerusalem', 'Hebrew University of Jerusalem']"
NeurIPS,2006,An Oracle Inequality for Clipped  Regularized Risk Minimizers,"['Ingo Steinwart', 'Don Hush', 'Clint Scovel']","['Los Alamos National Laboratory', 'Los Alamos National Laboratory', 'None']"
NeurIPS,2006,Bayesian Ensemble Learning,"['Hugh Chipman', 'Edward George', 'Robert McCulloch']","['Acadia University', 'None', 'None']"
NeurIPS,2006,Speakers optimize information density through syntactic reduction,"['Roger Levy', 'T. Florian Jaeger']","['UC San Diego', 'Stanford University & UC San Diego']"
NeurIPS,2006,Implicit Surfaces with Globally Regularised and Compactly Supported Basis Functions,"['Christian Walder', 'Bernhard Schölkopf', 'Olivier Chapelle']","['Max Planck Institute', 'MPI for Intelligent Systems, Tübingen', 'Google']"
NeurIPS,2006,Manifold Denoising,"['Matthias Hein', 'Markus M Maier']","['University of Tübingen', 'Max Planck Institute for Biological Cybernetics']"
NeurIPS,2006,Towards Zero-Training for Brain-Computer Interface Experiments,"['Matthias Krauledat', 'Michael Schröder', 'Benjamin Blankertz', 'Klaus-Robert Müller']","['Technical University of Berlin', 'None', 'Berlin Institute of Technology', 'TU Berlin']"
NeurIPS,2006,Temporal dynamics of information content carried by neurons in the primary visual cortex,"['Danko Nikolic', 'Stefan Haeusler', 'Wolf Singer', 'Wolfgang Maass']","['Max Planck Institute for Brain Research', 'Graz University of Technology', 'None', 'Graz University of Technology']"
NeurIPS,2006,A Local Learning Approach for Clustering,"['Mingrui Wu', 'Bernhard Schölkopf']","['Yahoo! Inc.', 'MPI for Intelligent Systems, Tübingen']"
NeurIPS,2006,Emergence of conjunctive visual features by quadratic independent component analysis,"['J.T. Lindgren', 'Aapo Hyvärinen']","['University of Helsinki', 'None']"
NeurIPS,2006,Neurophysiological Evidence of Cooperative Mechanisms for Stereo Computation,"['Jason M Samonds', 'Brian Potetz', 'Tai Sing Lee']","['Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University']"
NeurIPS,2006,Context dependent amplification of both rate and event-correlation in a VLSI network of spiking neurons,"['Elisabetta Chicca', 'Giacomo Indiveri', 'Rodney J Douglas']","['Bielefeld University', 'ETH Zurich', 'Institute of Neuroinformatics']"
NeurIPS,2006,Active learning for misspecified generalized linear models,['Francis Bach'],['INRIA - Ecole Normale Superieure']
NeurIPS,2006,Large Scale Hidden Semi-Markov SVMs,"['Gunnar Rätsch', 'Soeren Sonnenburg']","['ETH Zürich', 'TomTom']"
NeurIPS,2006,Hyperparameter Learning for Graph Based Semi-supervised Learning Algorithms,"['Xinhua Zhang', 'Wee Sun Lee']","['University of Illinois at Chicago (UIC)', 'National University of Singapore']"
NeurIPS,2006,Statistical Modeling of Images with Fields of Gaussian Scale Mixtures,"['Siwei Lyu', 'Eero Simoncelli']","['University at Albany SUNY', 'FlatIron Institute / New York University']"
NeurIPS,2006,A PAC-Bayes Risk Bound for General Loss Functions,"['Pascal Germain', 'Alexandre Lacasse', 'Francois Laviolette', 'Mario Marchand']","['Laval University', 'Universite Laval', 'Université Laval', 'Université Laval']"
NeurIPS,2006,Scalable Discriminative Learning for Natural Language Parsing and Translation,"['Joseph Turian', 'Benjamin Wellington', 'Dan Melamed']","['MetaOptimize', 'Two Sigma Investments', 'New York University']"
NeurIPS,2006,Ordinal Regression by Extended Binary Classification,"['Ling Li', 'Hsuan-Tien Lin']","['D. E. Shaw & Co.', 'National Taiwan University/Appier']"
NeurIPS,2006,Graph-Based Visual Saliency,"['Jonathan Harel', 'Christof Koch', 'Pietro Perona']","['California Institute of Technology', 'Allen Institute for Brain Science', 'California Institute of Technology']"
NeurIPS,2006,Approximate Correspondences in High Dimensions,"['Kristen Grauman', 'Trevor Darrell']","['University of Texas at Austin', 'UC Berkeley']"
NeurIPS,2006,Logarithmic Online Regret Bounds for Undiscounted Reinforcement Learning,"['Peter Auer', 'Ronald Ortner']","['Montanuniversitaet Leoben', 'Montanuniversitaet Leoben']"
NeurIPS,2006,Learning Structural Equation Models for fMRI,"['Amos Storkey', 'Enrico Simonotto', 'Heather Whalley', 'Stephen Lawrie', 'Lawrence Murray', 'David McGonigle']","['University of Edinburgh', 'None', 'None', 'None', 'CSIRO', 'None']"
NeurIPS,2006,Multi-Instance Multi-Label Learning with Application to Scene Classification,"['Zhi-Hua Zhou', 'Min-Ling Zhang']","['Nanjing University', 'None']"
NeurIPS,2006,Online Classification for Complex Problems Using Simultaneous Projections,"['Yonatan Amit', 'Shai Shalev-Shwartz', 'Yoram Singer']","['Hebrew University', 'Mobileye & HUJI', 'Princeton']"
NeurIPS,2006,Learning to Model Spatial Dependency: Semi-Supervised Discriminative Random Fields,"['Chi-Hoon Lee', 'Shaojun Wang', 'Feng Jiao', 'Dale Schuurmans', 'Russell Greiner']","['Yahoo! Labs', 'Wright State University', 'Univerisity of Waterloo', 'Google Brain & University of Alberta', 'University of Alberta']"
NeurIPS,2006,Relational Learning with Gaussian Processes,"['Wei Chu', 'Vikas Sindhwani', 'Zoubin Ghahramani', 'Sathiya Selvaraj Keerthi']","['Ant Financial', 'Google', 'Uber and University of Cambridge', 'Yahoo!']"
NeurIPS,2006,Approximate inference using planar graph decomposition,"['Amir Globerson', 'Tommi Jaakkola']","['Tel Aviv University, Google', 'MIT']"
NeurIPS,2006,Logistic Regression for Single Trial EEG  Classification,"['Ryota Tomioka', 'Kazuyuki Aihara', 'Klaus-Robert Müller']","['Microsoft Research Cambridge', 'The University of Tokyo', 'TU Berlin']"
NeurIPS,2006,"Shifting, One-Inclusion Mistake Bounds and Tight Multiclass Expected Risk Bounds","['Benjamin Rubinstein', 'Peter Bartlett', 'J. Hyam Rubinstein']","['Microsoft Research', 'UC Berkeley', 'None']"
NeurIPS,2006,Analysis of Empirical Bayesian Methods for Neuroelectromagnetic Source Localization,"['David P Wipf', 'Rey R Ramirez', 'Jason A Palmer', 'Scott Makeig', 'Bhaskar Rao']","['AWS', 'Swartz Center for Computational Neuroscience', 'University of California San Diego', 'University of California, San Diego', 'None']"
NeurIPS,2006,Analysis of Contour Motions,"['Ce Liu', 'William Freeman', 'Edward Adelson']","['Microsoft Research', 'Massachusetts Institute of Technology', 'None']"
NeurIPS,2006,Clustering Under Prior Knowledge with Application to  Image Segmentation,"['Mario T Figueiredo', 'Dong Seon Cheng', 'Vittorio Murino']","['Instituto Superior Técnico', 'None', 'Istituto Italiano di Tecnologia']"
NeurIPS,2006,Cross-Validation Optimization for Large Scale Hierarchical Classification Kernel Methods,['Matthias Seeger'],['Amazon']
NeurIPS,2006,Natural Actor-Critic for Road Traffic Optimisation,"['Silvia Richter', 'Douglas Aberdeen', 'Jin Yu']","['None', 'Google', 'The University of Adelaide']"
NeurIPS,2006,A Humanlike Predictor of Facial Attractiveness,"['Amit Kagian', 'Gideon Dror', 'Tommer Leyvand', 'Daniel Cohen-Or', 'Eytan Ruppin']","['Yahoo! Research', 'Academic College of Tel Aviv Yaffo', 'None', 'None', 'None']"
NeurIPS,2006,Modelling transcriptional regulation using Gaussian Processes,"['Neil D Lawrence', 'Guido Sanguinetti', 'Magnus Rattray']","['Amazon', 'University of Edinburgh', 'The University of Sheffield']"
NeurIPS,2007,Statistical Analysis of Semi-Supervised Regression,"['John Lafferty', 'Larry Wasserman']","['Yale University', 'Carnegie Mellon University']"
NeurIPS,2007,Automatic Generation of Social Tags for Music Recommendation,"['Douglas Eck', 'Paul Lamere', 'Thierry Bertin-Mahieux', 'Stephen J Green']","['Google Brain', 'Sun', 'Columbia', 'Oracle Labs']"
NeurIPS,2007,A New View of Automatic Relevance Determination,"['David P Wipf', 'Srikantan Nagarajan']","['AWS', 'None']"
NeurIPS,2007,Discovering Weakly-Interacting Factors in a Complex Stochastic Process,"['Charlie Frogner', 'Avi Pfeffer']","['MIT', 'Harvard University']"
NeurIPS,2007,Learning with Transformation Invariant Kernels,"['Christian Walder', 'Olivier Chapelle']","['Max Planck Institute', 'Google']"
NeurIPS,2007,Stability Bounds for Non-i.i.d. Processes,"['Mehryar Mohri', 'Afshin Rostamizadeh']","['Google Research & Courant Institute of Mathematical Sciences', 'Google Research']"
NeurIPS,2007,"Computational Equivalence of Fixed Points and No Regret Algorithms, and Convergence to Equilibria","['Elad Hazan', 'Satyen Kale']","['Princeton University', 'Google']"
NeurIPS,2007,Local Algorithms for Approximate Inference in Minor-Excluded Graphs,"['Kyomin Jung', 'Devavrat Shah']","['Massachusetts Institute of Technology', 'Massachusetts Institute of Technology']"
NeurIPS,2007,A Unified Model for Content Based Image Suggestion and Feature Selection,"['Sabri Boutemedjet', 'Djemel Ziou', 'Nizar Bouguila']","['Universite de Sherbrooke', 'Universite de Sherbrooke', 'Concordia University']"
NeurIPS,2007,Fast Variational Inference for Large-scale Internet Diagnosis,"['John C Platt', 'Emre Kiciman', 'David A Maltz']","['Microsoft Research', 'Microsoft Research', 'Microsoft']"
NeurIPS,2007,Discriminative Batch Mode Active Learning,"['Yuhong Guo', 'Dale Schuurmans']","['Carleton University', 'Google Brain & University of Alberta']"
NeurIPS,2007,Regret Minimization in Games with Incomplete Information,"['Martin A Zinkevich', 'Michael Johanson', 'Michael Bowling', 'Carmelo Piccione']","['Yahoo! Inc.', 'University of Alberta', 'DeepMind / University of Alberta', 'University of Alberta']"
NeurIPS,2007,Learning Monotonic Transformations for Classification,"['Andrew G Howard', 'Tony Jebara']","['Columbia University', 'Spotify']"
NeurIPS,2007,Convex Clustering with Exemplar-Based Models,"['Danial Lashkari', 'Polina Golland']","['Massachusetts Institute of Technology', 'Massachusetts Institute of Technology']"
NeurIPS,2007,Support Vector Machine Classification with Indefinite Kernels,"['Ronny Luss', ""Alexandre d'Aspremont""]","['Tel Aviv University', 'CNRS - ENS']"
NeurIPS,2007,Compressed Regression,"['Shuheng Zhou', 'John Lafferty', 'Larry Wasserman']","['ETH Zurich', 'Yale University', 'Carnegie Mellon University']"
NeurIPS,2007,Catching Change-points with Lasso,"['Zaid Harchaoui', 'Céline Lévy-Leduc']","['University of Washington', 'GET/Telecom Paris']"
NeurIPS,2007,Scan Strategies for Meteorological Radars,"['Victoria Manfredi', 'Jim Kurose']","['University of Massachusetts', 'None']"
NeurIPS,2007,Experience-Guided Search: A Theory of Attentional Control,"['Mike Mozer', 'David Baldwin']","['Google Research and U. Colorado Boulder', 'Indiana University']"
NeurIPS,2007,Optimal ROC Curve for a Combination of Classifiers,"['Marco Barreno', 'Alvaro A Cárdenas', 'Doug Tygar']","['University of California, Berkeley', 'University of California, Berkeley', 'University of California']"
NeurIPS,2007,Random Projections for Manifold Learning,"['Chinmay Hegde', 'Richard Baraniuk']","['Rice University', 'Rice University']"
NeurIPS,2007,Loop Series and Bethe Variational Bounds in Attractive Graphical Models,"['Erik Sudderth', 'Martin J Wainwright', 'Alan S Willsky']","['Brown University', 'UC Berkeley', 'Massachusetts Institute of Technology']"
NeurIPS,2007,On Ranking in Survival Analysis: Bounds on the Concordance Index,"['Vikas C Raykar', 'Harald Steck', 'Balaji R Krishnapuram', 'Cary Dehing-Oberije', 'Philippe Lambin']","['IBM Research', 'ETH Zurich', 'IBM', 'None', 'None']"
NeurIPS,2007,Multiple-Instance Pruning For Learning Efficient Cascade Detectors,"['Cha Zhang', 'Paul Viola']","['Microsoft AI & Research', 'Microsoft']"
NeurIPS,2007,Multiple Instance Active Learning,"['Burr Settles', 'Mark Craven', 'Soumya Ray']","['Duolingo', 'University of Wisconsin - Madison', 'Case Western Reserve University']"
NeurIPS,2007,Modeling homophily and stochastic equivalence in symmetric relational data,['Peter Hoff'],['University of Washington']
NeurIPS,2007,People Tracking with the Laplacian Eigenmaps Latent Variable Model,"['Zhengdong Lu', 'Miguel A. Carreira-Perpinan', 'Cristian Sminchisescu']","[""Noah's Ark Lab Huawei Technologies"", 'University of California, Merced', 'Lund University/Google']"
NeurIPS,2007,Using Deep Belief Nets to Learn Covariance Kernels for Gaussian Processes,"['Russ Salakhutdinov', 'Geoffrey E Hinton']","['Carnegie Mellon University', 'Google & University of Toronto']"
NeurIPS,2007,CPR for CSPs: A Probabilistic Relaxation of Constraint Propagation,['Luis E Ortiz'],['University of Michigan - Dearborn']
NeurIPS,2007,Bayesian Policy Learning with Trans-Dimensional MCMC,"['Matthew Hoffman', 'Arnaud Doucet', 'Nando de Freitas', 'Ajay Jasra']","['DeepMind', 'Oxford', 'University of Oxford', 'Imperial College London']"
NeurIPS,2007,Modeling image patches with a directed hierarchy of Markov random fields,"['Simon Osindero', 'Geoffrey E Hinton']","['Flickr / Yahoo!', 'Google & University of Toronto']"
NeurIPS,2007,Fixing Max-Product: Convergent Message Passing Algorithms for MAP LP-Relaxations,"['Amir Globerson', 'Tommi Jaakkola']","['Tel Aviv University, Google', 'MIT']"
NeurIPS,2007,Active Preference Learning with Discrete Choice Data,"['Eric Brochu', 'Nando de Freitas', 'Abhijeet Ghosh']","['University of British Columbia', 'University of Oxford', 'None']"
NeurIPS,2007,Estimating divergence functionals and the likelihood ratio by penalized convex risk minimization,"['Long Nguyen', 'Martin J Wainwright', 'Michael Jordan']","['University of Michigan', 'UC Berkeley', 'UC Berkeley']"
